name,group,display,image,birthday,keywords,genre
도이,FANATICS,FANATICS - 도이,https://i.namu.wiki/i/22Tfpkf9o0CJBWssmJtteyLNnX9y7VTFViaeLckjuUlAoC4bN1kjrWEsxZVvEfV-ZzNfzMKhu0H4BPA1CNCAFkC1EI0-eNefNFdNTmF0OYgGEVw664xkfZ-eXk0liLNFTFTEm5chxrMp_OSOVtZWRw.webp,1994-04-12,"['FANATICS', 'fanatics', '도이']",1
비아,FANATICS,FANATICS - 비아,https://i.namu.wiki/i/VlQAQ0cnKPaQpdtpiDWVA_d3Z2HyInQfPZodx2VkP_kJfm1f8kXpdAu13V6VzY0Q30ecUSsHQ0lNGlCbWcsShz7lUAVuoe9T82kNBfvOj0w2uHUxS1y4aSrfuHDcDt5tjN6TcSASYeN4lb2NqyBijA.webp,2000-08-17,"['비아', 'FANATICS', 'fanatics']",1
시카,FANATICS,FANATICS - 시카,https://i.namu.wiki/i/O_ZelyA7Vg0dIlFpBfci6_StgoGuFNFuU6tV7_pY8i84VVDW0YLYjJrOKH65FXrD37mbBR9J29P2q6fR70h-Tk3p6WgjSQdWT92Dy_kN-Fp0nMNi09eTVM7wxWvj6Wi8aZhAlO3dRCAS0dRHr0gz9A.webp,1995-08-22,"['시카', 'FANATICS', 'fanatics']",1
윤혜,FANATICS,FANATICS - 윤혜,https://i.namu.wiki/i/8uR1VnejKmG3TZhanLw2NvDwIUpUQOu8i6bLZJjGJXiwqSpYrrhVjtUK7P_sxF5Xe_GZPHjg89ZqwXoApJlAEnzVhInLeR8mkkN7e-mcqxO5T0kKDAn5MtghcnoZxHjFqzSP52bZBCwOLFT45J03LQ.webp,2001-10-04,"['윤혜', 'FANATICS', 'fanatics']",1
지아이,FANATICS,FANATICS - 지아이,https://i.namu.wiki/i/iwXp16FXcjBmZwAP6ntPYZWg0hCTQkzHTrcIEn1wno-CuNozQQ42zzL9Qpz9iNlS1OIqQfbxkVWjahWwYjv83cQDKt1XESVlgVoRDHQNAZgiW0wCCRqGvFRviGIaE3thO1GC5qiB5IGC62zj8Sebng.webp,2000-01-22,"['지아이', 'FANATICS', 'fanatics']",1
채린,FANATICS,FANATICS - 채린,https://i.namu.wiki/i/j0rZ9Lw2HoDCprpjLD1DQHqJPMt5NUvBMnpwPGkl6CqR0hnNx-_HVgaeyrUrwMXSzuZFSoMeVEN3md9YItWSLpMocBQDpg1HV1Q4Ey3NSU4_fF3SdKIIaOvk7odJucp_qSvTc0dSEfLQtCOf5twGAA.webp,1999-10-20,"['채린', 'FANATICS', 'fanatics']",1
도아,FANATICS-FLAVOR,FANATICS-FLAVOR - 도아,https://i.namu.wiki/i/lE5zhWuVFg4OShchnLpG9073HQ21yVUfuDhMxoO8NzEvGI3K5kvWFkoz6_ALQrzak2oQSEKvQoWv_kXZCGbB6AXoTGyAiQyxpbpCHbpkvlyutanNYluTDFtc1bNtEhrmxfsvgs5s2JmGEylsI4VcdQ.webp,2003-12-04,"['fanatics-flavor', 'FANATICS-FLAVOR', '도아', 'fanaticsflavor']",1
윤혜,FANATICS-FLAVOR,FANATICS-FLAVOR - 윤혜,https://i.namu.wiki/i/8uR1VnejKmG3TZhanLw2NvDwIUpUQOu8i6bLZJjGJXiwqSpYrrhVjtUK7P_sxF5Xe_GZPHjg89ZqwXoApJlAEnzVhInLeR8mkkN7e-mcqxO5T0kKDAn5MtghcnoZxHjFqzSP52bZBCwOLFT45J03LQ.webp,2001-10-04,"['fanatics-flavor', '윤혜', 'FANATICS-FLAVOR', 'fanaticsflavor']",1
지아이,FANATICS-FLAVOR,FANATICS-FLAVOR - 지아이,https://i.namu.wiki/i/iwXp16FXcjBmZwAP6ntPYZWg0hCTQkzHTrcIEn1wno-CuNozQQ42zzL9Qpz9iNlS1OIqQfbxkVWjahWwYjv83cQDKt1XESVlgVoRDHQNAZgiW0wCCRqGvFRviGIaE3thO1GC5qiB5IGC62zj8Sebng.webp,2000-01-22,"['fanatics-flavor', '지아이', 'FANATICS-FLAVOR', 'fanaticsflavor']",1
린지,Fiestar,Fiestar - 린지,https://i.namu.wiki/i/DBMNkB6MuGqSORddFh8L--NRmoeQN0EdIQTg3c8qIQdYlhYWkbog4gsH4BXpu9IYvd2nZ3VPYZFolzWTo8-A_QYdyG1rzXV34N13hN3eFK4nctgWcxmNNZubx4UlFPcJbIGzOskNbwxF67WbdxStoQ.webp,1989-10-22,"['fiestar', 'FIESTAR', 'Fiestar', '린지']",1
예지,Fiestar,Fiestar - 예지,https://i.namu.wiki/i/y9txXWEi_ZlKkUWTzPNyat3vF7WnG_z8PaMrKkXUTWw--1LX6C2WL_Z8qcMwBJr5J3j3zCkZWaWYKxP9g6gwhLa3vhbLXhhZzWW8NDn3GvIfZzrOImfu5Wkn7REJooxbDzXdHivGhcQCsXqbgm2o7w.webp,1994-08-26,"['fiestar', 'FIESTAR', '예지', 'Fiestar']",1
옐,Fiestar,Fiestar - 옐,https://i.namu.wiki/i/5o9GB8Q33hZ7a0GbSBJamj-q4ruxcdUhCKiKgTwM11RxfVFL4Hh1V68RAAf3oci73eps3Z54wqV7kWFtOTl63L3trlrdmyqEhPg5Y6bziQfiM8wUzpgcvLu3bre8N3aSwNASV6T5caR1_mx-2dr_sg.webp,1990-08-10,"['fiestar', 'FIESTAR', '옐', 'Fiestar']",1
재이,Fiestar,Fiestar - 재이,https://i.namu.wiki/i/79xp_G5f0NwBl-7IP5c4TrPOV7AqjQxSt_lGMuHFVD3x690P8PugPNe_z1XX9tt3fHMNmDY5bsc4bmCsOctgVENqactaJC79vRp33UutKvYa4m8U4tFrSI-xBBRzGz1jxMdXdHX2K9VJolmYNbKcCg.webp,1989-09-05,"['재이', 'fiestar', 'FIESTAR', 'Fiestar']",1
차오루,Fiestar,Fiestar - 차오루,https://i.namu.wiki/i/fGrOYIGw1q-wP7sRgsLtXcYRtF1hJSXrdQgxTTAM7QUlno6gdAcyZcuwykF2EysiZXwyzoQZrAO_uHvMXhZeex3-Igc-Kh2tsTPeXgTko-1TUohYE6Uul6wOgn_4d5pYnyH4EsfBkXJuMjWcavwqYw.webp,1987-08-30,"['fiestar', 'FIESTAR', 'Fiestar', '차오루']",1
체스카,Fiestar,Fiestar - 체스카,https://i.namu.wiki/i/yMwRqdwTZznjd56pmCbLjxL3w0ylI051w_HB5ItNbNGaHoS0dbtTtE1CRq9mj53A1k-zzGNfEbV55VDzeYL05DZEGX-1GjPFwqd_N0rabz6RShjS1QxtTAhMl2baOBR-zX8yqzbGFwNogW-Jw5Aj9A.webp,1992-03-11,"['fiestar', 'FIESTAR', 'Fiestar', '체스카']",1
새나,Fifty Fifty,Fifty Fifty - 새나,https://i.namu.wiki/i/Y3AE_4rkK-FvxqF8CuHcAbWBRsS0Ee0y8Sj-xJ3XvSrQQvGe_nx0e2GU0exbNAXi2eD9hmavW7M-QitD9st6fOiuz5WYCHYBMezKYm6IS1IYlK6AdoKlOwNvos5KaUzYYFPyOO8yBEf-OtZMC7ieIQ.webp,2004-03-12,"['새나', 'Fifty Fifty', 'fiftyfifty', 'FIFTY FIFTY', 'fifty fifty']",1
시오,Fifty Fifty,Fifty Fifty - 시오,https://i.namu.wiki/i/poRwnBA88Vk6ACV6TV9qezWOlLZdSdZPBiHMHTXGOEG1paDTlT1gYy1Q7DaKv7Q8UdR4l0VIfjHs0GakK-_wyxDcQsp1wnZtlrIdQs4ze6ixO6R2dRT5mhj0s9hlNjgMH40jj61PvzaMyYXqeL8bRg.webp,2004-10-06,"['Fifty Fifty', '시오', 'fiftyfifty', 'FIFTY FIFTY', 'fifty fifty']",1
아란,Fifty Fifty,Fifty Fifty - 아란,https://i.namu.wiki/i/eZbom19ONRYOlaypo52WtwYCqksQskNHAjGf33JM-FGK-nadPXQ8HIWAjhnp8bFBfh3yR7WAqOi0grvNYWU1dAku3SyckqB-vIDC21KHPg4W7Iv7mHKUorMziw9FwEow7kJUDKr0ET7k1ldCVYxZHQ.webp,2004-10-11,"['아란', 'Fifty Fifty', 'fiftyfifty', 'FIFTY FIFTY', 'fifty fifty']",1
키나,Fifty Fifty,Fifty Fifty - 키나,https://i.namu.wiki/i/kU1_zCyWn9ZC2vwnrmxsUHjq-QUH_ntpwXnlFVEqo7niA9m0RVGxBZPRFj7y_xmVnSaq0JxSy4JIJ66P86-XmbviZFW-gG0QUGWIPcAeU1I0KEaZ7jDbheg0O8gdrVUdBxk2W1GCQpO9G8EKbys2mw.webp,2002-07-09,"['Fifty Fifty', 'fiftyfifty', '키나', 'FIFTY FIFTY', 'fifty fifty']",1
신영,G-reyish,G-reyish - 신영,https://i.namu.wiki/i/6Um_km0y0ZxCspVPn6vNmOstxgMO1a-woIvXYhsVeEPWh-WsmuMBEu70CBxPkDcVTaEAlM8Cim2YfXpOPYsOtUQ-foTE_d-BTnSn1ubIHBzOzvRAC3ZtdZEryWDDl1fmihJzN9Df9shHTjlzpsyOQw.webp,2000-03-19,"['g-reyish', '신영', 'G-reyish', 'greyish', 'G-REYISH']",1
예나,G-reyish,G-reyish - 예나,https://i.namu.wiki/i/Er8nErZhJIfSf42WG0Sfiryq0c1EktbQWBs-XbZR1mWvvrnWQdfWXASaiAe-0I4MV_jCjZPYSilTgiu1L0tz1Lae8Qoo0Gks_Tj9AlfhvLBnxVRXPGA-6DCyunKEH4ke4IRIQuMUPllveFD3BMf2FQ.webp,2000-04-10,"['g-reyish', '예나', 'G-reyish', 'greyish', 'G-REYISH']",1
예소,G-reyish,G-reyish - 예소,https://i.namu.wiki/i/gAUHbStHIBpga0LZUMFocyWzBgoL3U6wYMBpFZgGt9nMRZrdCInaRDGiaCLSObrtxCx2SF6AZky9NZTaEDYyVcpgMVr1nEuryJBWtXUCb50bZXpkzUUkrReBQq2C0kccSRJIW8VF9KJgZV1weJy7vg.webp,2001-11-13,"['g-reyish', '예소', 'G-reyish', 'greyish', 'G-REYISH']",1
혜지,G-reyish,G-reyish - 혜지,https://i.namu.wiki/i/H1pa0S81OojMKU-nB6H_WfDeCIMKtrFrha6zF2FSqvQjXNGoyAkpNcGDAMIJPhVcpQ2huM5o51Gd6maf16rsS_-rwMntayFS95j083HnJGT0Ynjh157O_tIDt3YLabbY-XSc2omGWOWjZa4LUoX8Dw.webp,1996-07-06,"['g-reyish', '혜지', 'G-reyish', 'greyish', 'G-REYISH']",1
소원,GFRIEND,GFRIEND - 소원,https://i.namu.wiki/i/mKM2_f-_lT7A_cCyALPFHts7zh5DHxNcNJfg4XxjZUWYt9AJb2xuaKa8EObdQKlgMnii_j2sSahaYd8bHISHcUdm8_Y4on4b5FHShsZjz6P3t2E5HT7iyz552VVUApwc2MrrhP7iQdLF8G7dONvO5A.webp,1995-12-07,"['소원', 'gfriend', 'GFRIEND']",1
신비,GFRIEND,GFRIEND - 신비,https://i.namu.wiki/i/ka7RtU3wdoRhlQ1ayaGBL75clV8eE0Nk7jVs0Ef11WW9Z4F9JdcqSzsogQBire5-t9bdGIGXci678TxxwsKrS7AHj49oLlA6SEhYyVyem_jSR2CbvCgTyhnrlenESJzR8bZt485U7SrVgLdzdhjEmQ.webp,1998-06-03,"['신비', 'gfriend', 'GFRIEND']",1
엄지,GFRIEND,GFRIEND - 엄지,https://i.namu.wiki/i/9YQPz-LFVjHBJDqhH2emAjj38XniwxkNLvG4rEOMWGNDpXEC5VE7Mom17hTEPBocV4e6y46EmgnSaTzOD2IyKNNIB18lXYGXe0vQ6ZZAJH8F8J66nYSautapCDQBOZtvTS4_lua69zT267tWehdyuQ.webp,1998-08-19,"['gfriend', 'GFRIEND', '엄지']",1
예린,GFRIEND,GFRIEND - 예린,https://i.namu.wiki/i/URPjAgOkQm33LzkZ-pkkBMu6guVibDMGHdTbvlC_6vjayiX0DzvPzGEqFuIeFvCm1jPMNABZwrlURIBk2WjERYCUe8IRy_O5C528z7HXIJGoOGiwTymsvQuGab0v-l_QXk4cPs09fQHDaWS--FqVpQ.webp,1996-08-19,"['예린', 'gfriend', 'GFRIEND']",1
유주,GFRIEND,GFRIEND - 유주,https://i.namu.wiki/i/0CkaduFxM150DAdy7QMZzK7JYkn4nVc0y4ooLKJGTaRvoJHJKAFqNF7AIgTcC7LCAJvhMHVi4rrZAtI6_LvCaLrFjj3rsLq8N9ab_YW5igVYPXDyNOCJR1l8hxPURvxlFqMhYQZwrI3EFFpW9BjoIA.webp,1997-10-04,"['gfriend', 'GFRIEND', '유주']",1
은하,GFRIEND,GFRIEND - 은하,https://i.namu.wiki/i/raJMZ_oZMrgXBQdYmFUSAnnEK-Y6kuxxpCYFfjzwQojafUodLhHS22BSMb1CaElj_5qSHfkKNF9uphBeoQZMoemuzq0x_yMfNeO8PCIHSsbWiXy5O4f4WUH189Dcp0O4vsZFsqULUCO2q9E9--Rxow.webp,1997-05-30,"['GFRIEND', 'gfriend', '은하']",1
Zinni,GLAM,GLAM - Zinni,https://i.namu.wiki/i/ZgIpgj5wUQEXFCBwaPUUUCyzr25gAbUnX458Q-U38WvIIJbVJjZ7CYCKknX8HKQmY7LCmZCxSZnpV-e3ltomxC4dTnF8oxcwG40dzgpxCiYsC6rehPp0TfX_tICHYZhyzOW05VnxkKSaiJmSBkutgg.webp,1986-05-05,"['GLAM', 'glam', 'Zinni']",1
다희,GLAM,GLAM - 다희,https://i.namu.wiki/i/QMMLXFQxl8e5t3BSDzbI8b7SLblKRlSapMyYULc5LmHLQ88off3P5qrc1XPGxbUDsrssJ3GUuazCKxFnejPfR91iJBHyecI3Q3uvMk-Vs2w0rw0csGTyqdfExyly8r7gqBqilaUVfxpjJm2enfeXZQ.webp,1986-05-05,"['GLAM', 'glam', '다희']",1
미소,GLAM,GLAM - 미소,https://i.namu.wiki/i/ZgIpgj5wUQEXFCBwaPUUUCyzr25gAbUnX458Q-U38WvIIJbVJjZ7CYCKknX8HKQmY7LCmZCxSZnpV-e3ltomxC4dTnF8oxcwG40dzgpxCiYsC6rehPp0TfX_tICHYZhyzOW05VnxkKSaiJmSBkutgg.webp,1986-05-05,"['GLAM', 'glam', '미소']",1
지연,GLAM,GLAM - 지연,https://i.namu.wiki/i/IsiAFYw8g88yN6bYk9gLZD6SX-hwpEc6-7n3BX5yr5DWA0KLu004dTDJKs3G2wWMILP1auYxbHvvdjhUsjnIC0dqqUf0o05LMsXDyGb64LgKgHTRlI32CZatn_t92Ili6x8keMuUcGPQR5GitaLsXA.webp,1986-05-05,"['지연', 'glam', 'GLAM']",1
트리니티,GLAM,GLAM - 트리니티,https://i.namu.wiki/i/1NUUNrzs27S4Iw-d3xAZiiLMoeqbToZ_n4Pj3z0V8u8AdnHGU5NYlTDkXiY8E_pgz3jooM0ImVjJ2gRn_2Y6NBmnZ36Tp3tBVSvzxvEDyDcA1f3YxCz4pr6lQxo30rF6mb1DwtbQi0lev543j7ZryA.webp,1986-05-05,"['GLAM', 'glam', '트리니티']",1
보아,GOT the beat,GOT the beat - 보아,https://i.namu.wiki/i/at18u6J7biHV8x7d4lBYCc8z46zjTpB5wZJwHxRZ7GA_VRTjUFiiWXDsOP7Xi0cX93In9I-iw5n0NgS3-dbUs0o5z4SqnS_JS2BZ_M2_uOFbRMF4msfW5W-Ho4HnjJ6-Sub71Q8AXTgQaUCJiDFoFA.webp,1986-11-05,"['got the beat', 'GOT the beat', 'GOT THE BEAT', 'gotthebeat', '보아']",1
슬기,GOT the beat,GOT the beat - 슬기,https://i.namu.wiki/i/31WBnNEjG97O6IkG2OEJPQgwt7jf1Tu9hMG606JWgsWvi6YXprYcoO0jhL9uhzmAq7PI-Som8IPe0-exFZJbnRRAYJfPGKQ0BpH7YTf8DTdt2tnlvQ5uvlgolQG4Pua0rVy3nULVcmd-_Kv4wTVQgA.webp,1994-02-10,"['got the beat', 'GOT the beat', 'GOT THE BEAT', 'gotthebeat', '슬기']",1
웬디,GOT the beat,GOT the beat - 웬디,https://i.namu.wiki/i/0VwonQQO9SRgt2XyTPiFcHvfqPvU5WTERSEDR734OzWGF7_kXOLRhNg5fsqSluR4DjDEM407aituo--NPKZVSmU1Rs4BqjlbIuvKlkErZgP2CT4379tIJV7KapSTIW4k8q_InmYD8ltMhgF8fFcoFQ.webp,1994-02-21,"['웬디', 'got the beat', 'GOT the beat', 'GOT THE BEAT', 'gotthebeat']",1
윈터,GOT the beat,GOT the beat - 윈터,https://i.namu.wiki/i/h721o5Gvi2q-uTfvY4nwvM-KChr485e5cTOHWdgjBw6ZeDEDXXEdQJ-1R0Gn38xaVb5NEhfTHHKSLyeJBDrfJQ.svg,2001-01-01,"['got the beat', 'GOT the beat', 'GOT THE BEAT', 'gotthebeat', '윈터']",1
카리나,GOT the beat,GOT the beat - 카리나,https://i.namu.wiki/i/P62zg7OVjlSF2B-MAURuOti34mXB5ebLYCRjzTVmhElqODQ5hmwTL9ig_1McfadJvIsxuvu3L1I8LDC3CLNpAg.svg,2000-04-11,"['got the beat', 'GOT the beat', 'GOT THE BEAT', '카리나', 'gotthebeat']",1
태연,GOT the beat,GOT the beat - 태연,https://i.namu.wiki/i/xq5Y3CsAU4sCKPkW6x0cuLfFQBUsqRAnlEfDy9shmU4QOw2bij3r5GDFBlbVPTNu7obus04OnlJVN1MfE3FKcuC5dxOlbdE4ITkV1jicNW0l3iCLseiO9-2NVHdiGGVAsyLH3EEi4SdqNy0kq5maMg.webp,1989-03-09,"['got the beat', 'GOT the beat', 'GOT THE BEAT', 'gotthebeat', '태연']",1
효연,GOT the beat,GOT the beat - 효연,https://i.namu.wiki/i/2whLHMB5EPr7qFaCD96FjkejSPDIWNOPXpLlS_0tSMG8lpnMfOciwJRl5FNL3UB-EmwaJF7OMjQI-yqoncJFhHhKpuW-LB47_SVD5Es3G-rE8e_8NnJaRnmSF59oc4HeqtX5qhwZwwn27dNCCiCeEw.webp,1989-09-22,"['got the beat', 'GOT the beat', 'GOT THE BEAT', '효연', 'gotthebeat']",1
레나,GWSN,GWSN - 레나,https://i.namu.wiki/i/ZtoZNS2rNQEmLbLIH6JDQHMQm2Q4KGaBE_IqFKdUkgbOUUYIqEEi7zUwAm5sCi0BVbwBuM-ZicMzaYz_iiFUfu02SFCqVLMaCEFmqWHZNu_6GktqVi6mUn9kFQIRKbazw7ryIdywzZ53RyARCiSzbw.webp,2002-04-17,"['레나', 'GWSN', 'gwsn']",1
미야,GWSN,GWSN - 미야,https://i.namu.wiki/i/uWMcucohjA-ChOTddy7QmVwKZuMmNoH0rf2D11yZACVQq1VOa31i4CseB1u4z9ZJs9TcYZeXzkch9fEDORvoYzlfpOqV3c4GM_QCC-bmuH0T7QKDredYrjNRiYJ6xnqW7vHq5e_ciipHimzroevolA.webp,1993-05-26,"['미야', 'GWSN', 'gwsn']",1
민주,GWSN,GWSN - 민주,https://i.namu.wiki/i/jmv70yFC6m8Yoi-5QBlDU0tAJOXNNYTX-tQn_uIO4ihAKc-wOonGba8lRoa6RTnVHOeNIdhyvPiUqMuaNVALwft1dObQXa7azAIqA8meOHhrRkB3ycP2ImgazfnRqpSWmu9EgGKlt9qmZ43pcuQ1Qg.webp,2001-03-11,"['민주', 'GWSN', 'gwsn']",1
서경,GWSN,GWSN - 서경,https://i.namu.wiki/i/rpqChdo_ccj4sMLUbiBooQz3MD24YNVBiJV-RnThWKcR_OTb1xNxqNTUknXsUvD5-rsGjS-ztHpovd5HTqIOoGOCYAP3rsK52_udfun1e3wY4oRIWwjC7zOWk-IpJNo36ITi9_A-edEZ_eV-zBE3og.webp,1999-04-16,"['GWSN', 'gwsn', '서경']",1
서령,GWSN,GWSN - 서령,https://i.namu.wiki/i/pv0gmkBxwgcXFFXgoL6dVhuFrVURJ7f8u1SDIHW-JwI9ThUC5RipJvVvcG-d85cu9io-HILYLb42Tww6IG_0-72oLCfG06fQnabkm3phsbWe5rDYb3eHh8uJJYi4rHAdOcH0N5_j2ZillFeWMrL0gw.webp,2000-01-26,"['서령', 'GWSN', 'gwsn']",1
소소,GWSN,GWSN - 소소,https://i.namu.wiki/i/-mUsepQIExTtEJ9wj2xL2Ql_IBYeoi5Uo6SaehAg3-p98UKJkfV6gQiYUK1-l6J_TdxlLl31rx5sl1ZTOfp3_f3_32Cx_28kO6A3wachGAa8ngWyiQvwL8EKvpo8RObeFtVIcu2kQHS1yyo7jqO-lA.webp,2001-03-14,"['소소', 'GWSN', 'gwsn']",1
앤,GWSN,GWSN - 앤,https://i.namu.wiki/i/jVbxR7YRSpS-sKGC-7XJ9Y2WCwgN3IRZC3-bvW7dPcbumVu8A2N6sex3FidUpvHUh5nm4suIaFQpdzhl4ypNwA.svg,2000-10-17,"['GWSN', 'gwsn', '앤']",1
민아,Girl's Day,Girl's Day - 민아,https://i.namu.wiki/i/3f5ebJmck9403a9UlWZCQjwEblHzHtiui8HGDJftrgAFFRNArHxdhJl5K4VAZTfENQgim8y0r0BVvc_mmxlzHgXdfgLg5gYGW-hf280VSTG3UBhXKPyAu3Pa8pXJx3uJIPDNkVY-vJ9oiaLGa0fTLA.webp,1993-05-13,"['girlsday', ""GIRL'S DAY"", '민아', ""girl's day"", ""Girl's Day""]",1
소진,Girl's Day,Girl's Day - 소진,https://i.namu.wiki/i/21HF9KK5_yH8GAuCqgHdgbO0whC9x3fVxKrukM_Hb6FYtfFcAMTl0c60KRufK0e8ppxgyWeLhaW3B4I5ggDCxlFwcRpQ07kNfZR3BltJpeMML_AiJV727AKv6dJAaNketbrtyls3LvyCxbEBE7bcxw.webp,1986-05-21,"['girlsday', ""GIRL'S DAY"", ""girl's day"", '소진', ""Girl's Day""]",1
유라,Girl's Day,Girl's Day - 유라,https://i.namu.wiki/i/FwkAzGdANM2ixOBkH1bsO2pb5YAR-I2yJo3RQ_eJHXzepQssgxfSOAbM4YkOp3-cwMqBdPXHhcLQ4cbiyUDIBIZWUsbXQ-SiD0QSmwQ5OzHyXP2uk861Da6nRkiyKIeUchLuKVHajo-ENZZjB2v8DA.webp,1992-11-06,"['유라', 'girlsday', ""GIRL'S DAY"", ""girl's day"", ""Girl's Day""]",1
혜리,Girl's Day,Girl's Day - 혜리,https://i.namu.wiki/i/717jtYtZ11d8aXPITpoe_xdLRr_KtQoGGyJ386by5blqVYwIYE_0nDEZ_LM4N2paug3ytp2wf4iDadk5F1yQ56ySWBMrMFSBR2t_rXxPkDg7W_S2wKz6P-JJd3HBoXIxR1-9ayGu844kRQXZ1-gbLQ.webp,1994-06-09,"['girlsday', ""GIRL'S DAY"", ""girl's day"", ""Girl's Day"", '혜리']",1
서현,Girls' Generation,Girls' Generation - 서현,https://i.namu.wiki/i/5i_7FnQG0tDwL0YhMyLgKi9fFma9f6vYOQ1n_BTYquvGL6ScdCaKko1QqkDjyFzklMbwDa8yoQthZd7Bi8bsEoDpby6y5p4wXzem5u-kL7nFm7OQZ0xTtEhhgvVJ6jPhHe-JmZen2t2xX1DNhGU7dA.webp,1991-06-28,"[""Girls' Generation"", ""girls' generation"", 'girlsgeneration', '서현', ""GIRLS' GENERATION""]",1
수영,Girls' Generation,Girls' Generation - 수영,https://i.namu.wiki/i/0s2yN2OmO-rz1015csSqP5krU6W_eimqbfk5rdFwz41qQtwg1V6jgT7fRhtO2c-floSdckzbx5vUqwJ16ro7S2KXloFW5XUh-dD9qyO4FtgsVJ2X3DG3EPfVBVRUmq6VYWaaTDUuGpbRmnxwSsEYog.webp,1990-02-10,"[""Girls' Generation"", '수영', ""girls' generation"", 'girlsgeneration', ""GIRLS' GENERATION""]",1
써니,Girls' Generation,Girls' Generation - 써니,https://i.namu.wiki/i/CdOWwIoz9xxUIG8wzJWCqmV6WNqOL7Da5CvREwjXllAW7XzXnXs3GCcryhlbknlwNf3cSERglAlPwRdb4zMb3kK7U7HOtAsRGVxqoukP8CKpjxNF83Item8xSy_wipVEMywFekJGwMXzYTofhV7FDA.webp,1989-05-15,"[""Girls' Generation"", ""girls' generation"", 'girlsgeneration', '써니', ""GIRLS' GENERATION""]",1
유리,Girls' Generation,Girls' Generation - 유리,https://i.namu.wiki/i/kefedVDifcFw2NdFa__t7UdO4mMUXxcp4_nJrMPFo7i-P1-iFJNE5MLAStlmAx6ZJyjIv1S-m0hoRH4Hd9h_Gmry_V48uloUplMunQdXdMNr315iNs24Lp9AIa46pY4S4gQWcTumLpG4WKTOUN66FA.webp,1989-12-05,"['유리', ""Girls' Generation"", ""girls' generation"", 'girlsgeneration', ""GIRLS' GENERATION""]",1
윤아,Girls' Generation,Girls' Generation - 윤아,https://i.namu.wiki/i/31hoSuLnwrLpxR0gDM8PidtsZl0-cp5BHxSz2cSwUOowq9y-ScoCvvIpoxNxPe8rdU8GnMX730a0bqvlUm-pG6kFl1h7SOI8dqwCG6FOFNmvqyZbjYVyHgZW-S6m6EkSULnHk6T3dEduUWbxsq46kA.webp,1990-05-30,"['윤아', ""Girls' Generation"", ""girls' generation"", 'girlsgeneration', ""GIRLS' GENERATION""]",1
제시카,Girls' Generation,Girls' Generation - 제시카,https://i.namu.wiki/i/BFpF8OelQaHEQDlCtJRZLJYhsNAFLICEVVUwPZ1twk-UmCE7IFqQmXc6un3sX8yQhMH7kj8i-l0jNN40zUgJsinFT-pn8eI-6Shqq5rORt6Ew78gmRtlxfHaBGzgjWD9-QE1c3IQDfMOQKbkfjvZeg.webp,1989-04-18,"[""Girls' Generation"", '제시카', ""girls' generation"", 'girlsgeneration', ""GIRLS' GENERATION""]",1
태연,Girls' Generation,Girls' Generation - 태연,https://i.namu.wiki/i/xq5Y3CsAU4sCKPkW6x0cuLfFQBUsqRAnlEfDy9shmU4QOw2bij3r5GDFBlbVPTNu7obus04OnlJVN1MfE3FKcuC5dxOlbdE4ITkV1jicNW0l3iCLseiO9-2NVHdiGGVAsyLH3EEi4SdqNy0kq5maMg.webp,1989-03-09,"[""Girls' Generation"", ""girls' generation"", 'girlsgeneration', ""GIRLS' GENERATION"", '태연']",1
티파니,Girls' Generation,Girls' Generation - 티파니,https://i.namu.wiki/i/vVxYY4DKb6D5b7L2Sk7KrMSCOpNz3bfW6bQpU4yacgHFBploH1cSjUE_Sr_xW6RGonL9ZDz_lmClNpk0nSA9eBICghIREtYC_zZBU_Z2J6PHvcVuh3BrLs-RjFfYXZYgAToePnZuWvDbJOi4h2o-jg.webp,1989-08-01,"['티파니', ""Girls' Generation"", ""girls' generation"", 'girlsgeneration', ""GIRLS' GENERATION""]",1
효연,Girls' Generation,Girls' Generation - 효연,https://i.namu.wiki/i/2whLHMB5EPr7qFaCD96FjkejSPDIWNOPXpLlS_0tSMG8lpnMfOciwJRl5FNL3UB-EmwaJF7OMjQI-yqoncJFhHhKpuW-LB47_SVD5Es3G-rE8e_8NnJaRnmSF59oc4HeqtX5qhwZwwn27dNCCiCeEw.webp,1989-09-22,"[""Girls' Generation"", ""girls' generation"", '효연', 'girlsgeneration', ""GIRLS' GENERATION""]",1
김보민,Good Day,Good Day - 김보민,https://i.namu.wiki/i/k5vCSR8UqKXlrJnfJ8Ms0oEC8RluRTnBZrFyIt2Aom4Mn4BFpbY-j5Yx4I2tevFHAuYBQ4-6NJiEFUL0kjDZaCcpuPMOIKGDhJ5DWzWXpH-40KV7LaXqYlxzmutbZzEvJMHBCoMpb0pM8dMC6YlCmQ.webp,2001-09-24,"['Good Day', 'good day', 'GOOD DAY', 'goodday', '김보민']",1
리브,Good Day,Good Day - 리브,https://i.namu.wiki/i/oQRvLFoyTGKcCwOnMBByhq-vPmqYox8gZ9ZcakyjJ_EZQczRKY4xXf_flEr3SZd2gB1C4z9HS-NEZdQXo7UTXThBOl-TfWG9GDLZxR7RlAF70xeGc5JxTI_VZjFFPjergEeQoXO7rs_oAPgYz7XhCQ.webp,1997-07-05,"['Good Day', 'good day', '리브', 'GOOD DAY', 'goodday']",1
